index,quote,tags
187,"Even if you are on the right track, you’ll get run over if you just sit there.",enterprise;humor;inertia;inspirational
188,Maybe everyone can live beyond what they're capable of.,hope;inspirational;life;philosophy
189,"Don’t waste your time in anger, regrets, worries, and grudges. Life is too short to be unhappy.",anger;grudge;happiness;happy;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;regret;time;worry
190,"The most beautiful things in the world cannot be seen or touched, they are felt with the heart.",inspirational
191,"Believe in yourself. You are braver than you think, more talented than you know, and capable of more than you imagine.",achievement;believe-in-yourself;brave;courage;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;talent
192,"Life is about accepting the challenges along the way, choosing to keep moving forward, and savoring the journey.",challenge;enjoy-the-journey;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;keep-moving-forward;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;move-on;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking
193,Learn to light a candle in the darkest moments of someone’s life. Be the light that helps others see; it is what gives life its deepest significance.,giving;goals;goals-in-life;inspiration;inspirational;inspirational-quotes;learn;learning;life;life-quotes;light;light-and-darkness;living-life;meaning;meaning-of-life;meaningful;meaningful-life;wisdom;wise
194,Keep Goin,adversity;authentic-living;being-positive;faith;inspiration;inspirational;inspirational-quotes;life;life-and-living;life-quotes;motivation;never-give-up;optimism;optimistic;persistence;positive;positive-affirmation;positive-life;positive-thinking
195,"No amount of regretting can change the past, and no amount of worrying can change the future.",inspiration;inspirational;inspirational-quotes;life;life-and-living;life-quotes;living-in-the-present;living-life;worry;worrying
196,May the forces of evil become confused on the way to your house.,benediction;evil;goodwill;humor;inspirational;wishes
197,"I have come to accept the feeling of not knowing where I am going. And I have trained myself to love it. Because it is only when we are suspended in mid-air with no landing in sight, that we force our wings to unravel and alas begin our flight. And as we fly, we still may not know where we are going to. But the miracle is in the unfolding of the wings. You may not know where you're going, but you know that so long as you spread your wings, the winds will carry you.",belief;direction;faith;flight;flying;flying-spirit;hope;inspirational;inspirational-life;inspirational-quotes;life;life-and-living;living;trust;uplifting;winds;winds-of-life;wings
198,"When people don't express themselves, they die one piece at a time.",death;inspirational;voice
199,"The only way that we can live, is if we grow. The only way that we can grow is if we change. The only way that we can change is if we learn. The only way we can learn is if we are exposed. And the only way that we can become exposed is if we throw ourselves out into the open. Do it. Throw yourself.",change;growth;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;life-and-living;life-lessons
200,The worst part of success is trying to find someone who is happy for you.,friendship;happiness;humor;inspirational;jealousy;success
201,"There are some things you can't share without ending up liking each other, and knocking out a twelve-foot mountain troll is one of them.",awesome;friendship;inspirational
202,"You should never be surprised when someone treats you with respect, you should expect it.",inspirational
203,"She seems so cool, so focused, so quiet, yet her eyes remain fixed upon the horizon. You think you know all there is to know about her immediately upon meeting her, but everything you think you know is wrong. Passion flows through her like a river of blood",inspirational;poetry
204,"No matter what he does, every person on earth plays a central role in the history of the world. And normally he doesn't know it.",inspirational
205,"There was another life that I might have had, but I am having this one.",inspirational;missed-chances
206,What's the good of living if you don't try a few things?,cartoonist;humor;inspirational
207,Nothing in the world is ever completely wrong. Even a stopped clock is right twice a day.,inspirational;motivation
208,Start each day with a positive thought and a grateful heart.,gratitude;heart;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;thoughts
209,"Lack of direction, not lack of time, is the problem. We all have twenty-four hour days.",attention;direction;focus;inspirational;motivational
210,"If people refuse to look at you in a new light and they can only see you for what you were, only see you for the mistakes you've made, if they don't realize that you are not your mistakes, then they have to go.",change;growth;inspirational;letting-go;life;mistakes
